,utc,scan,lst,source,velocity,right_ascension,declination,azimuth,elevation,ca,ie,x_focus,y_focus,z_focus,foct,scan_type,observ_mode,observ_geometry,stroke_mode,switch_mode,offsets,reference,no_of_subscans,mm_pwv,ambient_temperature,pressure,humidity,dew_point,wind_direction,wind_speed,frontend_backend,mol_line,command,observer_id,operator_id,scan_duration,comment,line
415,2016-12-10 21:44:50,95102,22:33:58,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,70.9,56.4,-9.4,-6.0,0.07,0.0,-0.01,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.69,-3.5,551.7,33.3,-15.5,271.0,7.7,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),"calibrate(mode='COLD',time=[10],autolevel='ON')",PMO,PVE,0 days 00:01:12.000000000,-,CO_JO201_sh
416,2016-12-10 21:46:03,95103,22:35:11,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,70.7,56.6,-9.4,-6.0,0.07,0.0,-0.01,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.72,-3.5,551.7,33.7,-15.4,252.0,12.2,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",PMO,PVE,0 days 00:08:48.000000000,-,CO_JO201_sh
417,2016-12-10 21:54:51,95104,22:44:01,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,68.6,58.5,-9.4,-6.0,0.07,0.0,-0.01,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.9,-4.3,551.7,35.9,-15.4,269.0,7.1,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),"calibrate(mode='COLD',time=[10],autolevel='ON')",PMO,PVE,0 days 00:01:12.000000000,-,CO_JO201_sh
418,2016-12-10 21:56:04,95105,22:45:14,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,68.4,58.8,-9.4,-6.0,0.07,0.0,-0.01,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.92,-4.6,551.7,37.8,-15.0,250.0,11.3,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",PMO,PVE,0 days 00:08:44.000000000,-,CO_JO201_sh
419,2016-12-10 22:04:49,95106,22:54:00,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,66.1,60.7,-9.4,-6.0,0.07,0.0,-0.01,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.85,-4.4,551.7,39.4,-14.4,278.0,7.8,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),"calibrate(mode='COLD',time=[10],autolevel='ON')",PMO,PVE,0 days 00:01:12.000000000,-,CO_JO201_sh
420,2016-12-10 22:06:02,95107,22:55:14,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,65.9,60.9,-9.4,-6.0,0.07,0.0,-0.01,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.82,-4.2,551.7,39.5,-14.2,262.0,7.7,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",PMO,PVE,0 days 00:08:48.000000000,-,CO_JO201_sh
421,2016-12-10 22:14:51,95108,23:04:04,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,63.3,62.8,-9.4,-6.0,0.07,0.0,-0.01,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.7,-4.4,551.7,42.5,-13.6,265.0,10.2,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),"calibrate(mode='COLD',time=[10],autolevel='ON')",PMO,PVE,0 days 00:01:13.000000000,-,CO_JO201_sh
422,2016-12-10 22:16:05,95109,23:05:18,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,63.0,63.0,-9.4,-6.0,0.07,0.0,-0.01,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.74,-5.2,551.7,45.3,-13.6,248.0,10.2,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",PMO,PVE,0 days 00:00:00.000000000,[Scan canceled by user.],CO_JO201_sh
423,2016-12-10 22:17:10,95110,23:06:24,TX-Psc,13.0,23:46:23.4930,03:29:12.2600,21.7,61.6,-9.4,-6.0,0.07,0.0,-0.01,ON,GO,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,1.68,-4.9,551.7,45.7,-13.2,266.0,10.5,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),go(),PMO,PVE,0 days 00:00:13.000000000,-,CO(2-1)
424,2016-12-10 22:18:00,95111,23:07:13,TX-Psc,13.0,23:46:23.4930,03:29:12.2600,21.4,61.7,-9.4,-6.0,0.07,0.0,-0.01,ON,POINT,RASTER,CROSS,LINEAR,"WOB 60.0,0.5,POS,86","EQ[0.0"",0.0""]REL",,9,1.62,-5.0,551.7,45.7,-13.3,282.0,8.1,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"point(length=54.0,unit='arcsec',time=20.0,mode='RAS',points=5,direction='x')",PMO,PVE,0 days 00:03:58.000000000,-,CO(2-1)
425,2016-12-10 22:22:15,95112,23:11:29,JO201_F,0.0,00:41:31.3100,-09:16:05.4000,19.3,62.0,-6.2,-4.2,0.07,0.0,-0.01,ON,LOAD,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,1.62,-4.9,551.7,46.4,-13.1,281.0,10.1,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),load(),PMO,PVE,0 days 00:00:02.000000000,-,CO_JO201_sh
426,2016-12-10 22:23:25,95113,23:12:40,JO201_F,0.0,00:41:31.3100,-09:16:05.4000,60.6,64.5,-6.2,-4.2,0.07,0.0,-0.01,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.61,-5.0,551.7,46.4,-13.2,266.0,8.8,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),"calibrate(mode='COLD',time=[10],autolevel='ON')",PMO,PVE,0 days 00:01:17.000000000,-,CO_JO201_sh
427,2016-12-10 22:24:43,95114,23:13:58,JO201_F,0.0,00:41:31.3100,-09:16:05.4000,60.3,64.8,-6.2,-4.2,0.07,0.0,-0.01,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.75,-5.0,551.7,47.1,-13.0,270.0,8.8,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",PMO,PVE,0 days 00:08:40.000000000,-,CO_JO201_sh
428,2016-12-10 22:33:24,95115,23:22:40,JO201_F,0.0,00:41:31.3100,-09:16:05.4000,57.0,66.5,-6.2,-4.2,0.07,0.0,-0.01,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.53,-5.7,551.7,49.3,-13.1,281.0,11.0,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),"calibrate(mode='COLD',time=[10],autolevel='ON')",PMO,PVE,0 days 00:01:14.000000000,-,CO_JO201_sh
429,2016-12-10 22:34:39,95116,23:23:55,JO201_F,0.0,00:41:31.3100,-09:16:05.4000,56.6,66.7,-6.2,-4.2,0.07,0.0,-0.01,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.61,-5.2,551.6,47.9,-13.0,262.0,8.3,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",PMO,PVE,0 days 00:08:52.000000000,-,CO_JO201_sh
430,2016-12-10 22:43:31,95117,23:32:49,JO201_F,0.0,00:41:31.3100,-09:16:05.4000,52.8,68.4,-6.2,-4.2,0.07,0.0,-0.01,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.57,-5.8,551.7,52.0,-12.6,277.0,9.8,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),"calibrate(mode='COLD',time=[10],autolevel='ON')",PMO,PVE,0 days 00:01:14.000000000,-,CO_JO201_sh
431,2016-12-10 22:44:46,95118,23:34:04,JO201_F,0.0,00:41:31.3100,-09:16:05.4000,52.3,68.6,-6.2,-4.2,0.07,0.0,-0.01,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.61,-5.8,551.7,52.0,-12.6,272.0,9.1,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",PMO,PVE,0 days 00:08:54.000000000,-,CO_JO201_sh
432,2016-12-10 22:53:41,95119,23:43:00,JO201_F,0.0,00:41:31.3100,-09:16:05.4000,47.9,70.2,-6.2,-4.2,0.07,0.0,-0.01,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.94,-6.1,551.8,56.3,-12.0,277.0,7.1,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),"calibrate(mode='COLD',time=[10],autolevel='ON')",PMO,PVE,0 days 00:01:16.000000000,-,CO_JO201_sh
433,2016-12-10 22:54:58,95120,23:44:18,JO201_F,0.0,00:41:31.3100,-09:16:05.4000,47.3,70.4,-6.2,-4.2,0.07,0.0,-0.01,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.87,-6.1,551.8,56.0,-12.1,250.0,9.6,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",PMO,PVE,0 days 00:08:53.000000000,-,CO_JO201_sh
434,2016-12-10 23:03:52,95121,23:53:13,JO201_F,0.0,00:41:31.3100,-09:16:05.4000,42.0,71.9,-6.2,-4.2,0.07,0.0,-0.01,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,2.03,-6.6,551.9,57.8,-12.1,271.0,9.1,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),"calibrate(mode='COLD',time=[10],autolevel='ON')",PMO,PVE,0 days 00:01:13.000000000,-,CO_JO201_sh
435,2016-12-10 23:05:06,95122,23:54:27,JO201_F,0.0,00:41:31.3100,-09:16:05.4000,41.3,72.1,-6.2,-4.2,0.07,0.0,-0.01,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.93,-6.6,551.9,58.0,-12.1,268.0,8.1,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",PMO,PVE,0 days 00:08:46.000000000,-,CO_JO201_sh
436,2016-12-10 23:13:53,95123,00:03:16,JO201_F,0.0,00:41:31.3100,-09:16:05.4000,35.3,73.3,-6.2,-4.2,0.07,0.0,-0.01,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.89,-7.0,551.9,61.4,-11.7,277.0,8.9,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),"calibrate(mode='COLD',time=[10],autolevel='ON')",PMO,PVE,0 days 00:01:11.000000000,-,CO_JO201_sh
437,2016-12-10 23:15:05,95124,00:04:28,JO201_F,0.0,00:41:31.3100,-09:16:05.4000,34.5,73.5,-6.2,-4.2,0.07,0.0,-0.01,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.85,-7.0,551.9,62.2,-11.6,267.0,8.5,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",PMO,PVE,0 days 00:08:38.000000000,-,CO_JO201_sh
438,2016-12-10 23:23:44,95125,00:13:08,JO201_F,0.0,00:41:31.3100,-09:16:05.4000,27.6,74.5,-6.2,-4.2,0.07,0.0,-0.01,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.9,-7.5,552.1,65.6,-11.5,278.0,6.0,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),"calibrate(mode='COLD',time=[10],autolevel='ON')",PMO,PVE,0 days 00:01:11.000000000,-,CO_JO201_sh
439,2016-12-10 23:24:56,95126,00:14:20,JO201_F,0.0,00:41:31.3100,-09:16:05.4000,26.7,74.7,-6.2,-4.2,0.07,0.0,-0.01,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.9,-7.5,552.0,65.6,-11.4,282.0,5.2,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",PMO,PVE,0 days 00:08:46.000000000,-,CO_JO201_sh
440,2016-12-10 23:33:59,95127,00:23:25,Mars,-8.94507213671,21:44:42.2509,-14:53:07.4770,-84.8,51.8,-6.2,-4.2,0.07,0.0,-0.01,ON,GO,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,2.12,-7.5,552.2,68.4,-10.9,276.0,4.1,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),go(),CPE,FMA,0 days 00:00:24.000000000,-,CO(2-1)
441,2016-12-10 23:35:01,95128,00:24:28,Mars,-8.94510595438,21:44:42.3754,-14:53:06.7856,-84.8,51.6,-6.2,-4.2,0.07,0.0,-0.01,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[160.0"",0.0""]REL",3,2.22,-7.5,552.2,68.3,-11.0,272.0,5.4,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"calibrate(mode='COLD',time=[10],autolevel='ON')",CPE,FMA,0 days 00:01:11.000000000,-,CO(2-1)
442,2016-12-10 23:36:13,95129,00:25:39,Mars,-8.94514483102,21:44:42.5186,-14:53:05.9907,-85.0,51.4,-6.2,-4.2,0.07,0.0,-0.01,ON,POINT,OTF,CROSS,LINEAR,"WOB 80.0,1.0,POS,91","EQ[0.0"",0.0""]REL",,2,2.33,-7.5,552.3,68.6,-10.9,273.0,5.0,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"point(length=140.0,unit='arcsec',time=24.0,mode='OTF',points=5,direction='x')",CPE,FMA,0 days 00:01:13.000000000,-,CO(2-1)
443,2016-12-10 23:37:42,95130,00:27:08,Mars,-8.94519325362,21:44:42.6970,-14:53:05.0004,-85.2,51.0,-4.3,-6.5,0.07,0.0,-0.01,ON,FOCUS-Z,RASTER,LINE,LINEAR,"WOB 60.0,1.0,POS,86","EQ[0.0"",0.0""]REL",,10,2.4,-7.4,552.3,69.0,-10.8,276.0,4.0,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"focus(amplitude=1.0,time=6.0,points=5,axis='Z',mode='sym')",CPE,FMA,0 days 00:02:41.000000000,-,CO(2-1)
444,2016-12-10 23:40:39,95131,00:30:06,Mars,-8.94528951458,21:44:43.0518,-14:53:03.0312,-85.6,50.3,-4.3,-6.5,0.07,0.0,0.22,ON,FOCUS-Y,RASTER,LINE,LINEAR,"WOB 60.0,1.0,POS,86","EQ[0.0"",0.0""]REL",,10,2.59,-7.4,552.4,69.7,-10.7,258.0,4.9,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"focus(amplitude=1.5,time=6.0,points=5,axis='Y',mode='sym')",CPE,FMA,0 days 00:02:33.000000000,-,CO(2-1)
445,2016-12-10 23:43:21,95132,00:32:49,Mars,-8.94537819443,21:44:43.3788,-14:53:01.2164,-85.9,49.7,-4.3,-6.5,0.07,-0.07,0.22,ON,FOCUS-X,RASTER,LINE,LINEAR,"WOB 60.0,1.0,POS,86","EQ[0.0"",0.0""]REL",,10,2.49,-7.6,552.4,71.0,-10.7,252.0,5.7,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"focus(amplitude=1.5,time=6.0,points=5,axis='X',mode='sym')",CPE,FMA,0 days 00:02:34.000000000,-,CO(2-1)
446,2016-12-10 23:46:09,95133,00:35:37,Mars,-8.94546942613,21:44:43.7153,-14:52:59.3486,-86.2,49.1,-4.3,-6.5,0.86,-0.07,0.22,ON,FOCUS-Z,RASTER,LINE,LINEAR,"WOB 60.0,1.0,POS,86","EQ[0.0"",0.0""]REL",,10,2.46,-7.5,552.4,71.5,-10.5,251.0,3.9,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"focus(amplitude=1.0,time=6.0,points=5,axis='Z',mode='sym')",CPE,FMA,0 days 00:02:33.000000000,-,CO(2-1)
447,2016-12-10 23:49:05,95134,00:38:34,TX-Psc,13.0,23:46:23.4930,03:29:12.2600,-27.0,60.6,-4.3,-6.5,0.86,-0.07,0.149,ON,GO,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,2.71,-7.6,552.4,71.0,-10.6,270.0,2.9,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),go(),CPE,FMA,0 days 00:00:16.000000000,-,CO(2-1)
448,2016-12-10 23:49:22,95135,00:38:51,TX-Psc,13.0,23:46:23.4930,03:29:12.2600,-27.6,60.5,-4.3,-6.5,0.86,-0.07,0.149,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","EQ[-1000.0"",0.0""]REL",3,2.85,-7.6,552.4,71.0,-10.6,274.0,3.3,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"calibrate(mode='COLD',time=[10],autolevel='ON')",CPE,FMA,0 days 00:01:16.000000000,-,CO(2-1)
449,2016-12-10 23:50:39,95136,00:40:08,TX-Psc,13.0,23:46:23.4930,03:29:12.2600,-27.6,60.4,-4.3,-6.5,0.86,-0.07,0.149,ON,POINT,RASTER,CROSS,LINEAR,"WOB 60.0,0.5,POS,86","EQ[0.0"",0.0""]REL",,9,2.75,-7.6,552.4,72.3,-10.4,283.0,2.2,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"point(length=54.0,unit='arcsec',time=20.0,mode='RAS',points=5,direction='x')",CPE,FMA,0 days 00:03:53.000000000,-,CO(2-1)
450,2016-12-10 23:54:43,95137,00:44:13,JO201_F,0.0,00:41:31.3100,-09:16:05.4000,-2.1,76.2,-5.0,-5.9,0.86,-0.07,0.149,ON,GO,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,2.67,-7.6,552.4,71.5,-10.6,290.0,4.1,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),go(),CPE,FMA,0 days 00:00:12.000000000,-,CO_JO201_sh
451,2016-12-10 23:55:32,95138,00:45:01,JO201_F,0.0,00:41:31.3100,-09:16:05.4000,-3.3,76.2,-5.0,-5.9,0.86,-0.07,0.149,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,2.6,-7.5,552.4,71.1,-10.5,283.0,3.6,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),"calibrate(mode='COLD',time=[10],autolevel='ON')",CPE,FMA,0 days 00:01:13.000000000,-,CO_JO201_sh
452,2016-12-10 23:56:46,95139,00:46:16,JO201_F,0.0,00:41:31.3100,-09:16:05.4000,-4.4,76.1,-5.0,-5.9,0.86,-0.07,0.149,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,2.6,-7.6,552.4,70.9,-10.6,280.0,4.1,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",CPE,FMA,0 days 00:08:50.000000000,-,CO_JO201_sh
453,2016-12-11 22:13:45,95347,23:06:54,Uranus,-4.51126472074,01:16:29.0675,07:25:03.7361,-60.8,24.1,-5.0,-5.9,0.86,-0.07,0.149,ON,GO,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,1.37,-1.7,553.6,21.7,-18.7,277.0,6.2,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),go(),PMO,PVE,0 days 00:00:00.000000000,[Turning APEX/HET230/LO1 on failed with code 10 type 10.],CO_JO201_sh
454,2016-12-11 22:16:38,95348,23:09:48,Uranus,-4.51126427309,01:16:29.0605,07:25:03.7005,49.3,46.4,-5.0,-5.9,0.0,0.0,0.0,ON,GO,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,1.35,-1.7,553.6,21.6,-18.7,250.0,9.9,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),go(),PMO,PVE,0 days 00:00:23.000000000,-,CO(2-1)
455,2016-12-11 22:18:00,95349,23:11:10,Uranus,-4.5112640623699996,01:16:29.0572,07:25:03.6838,49.1,46.6,-5.0,-5.9,0.0,0.0,0.0,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[160.0"",0.0""]REL",3,1.36,-1.8,553.6,21.5,-18.8,274.0,5.4,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"calibrate(mode='COLD',time=[10],autolevel='ON')",PMO,PVE,0 days 00:01:15.000000000,-,CO(2-1)
456,2016-12-11 22:19:15,95350,23:12:25,Uranus,-4.51126386699,01:16:29.0542,07:25:03.6683,48.7,46.9,-5.0,-5.9,0.0,0.0,0.0,ON,POINT,OTF,CROSS,LINEAR,"WOB 80.0,1.0,POS,91","EQ[0.0"",0.0""]REL",,2,1.28,-1.7,553.6,21.5,-18.8,264.0,7.6,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"point(length=140.0,unit='arcsec',time=24.0,mode='OTF',points=5,direction='x')",PMO,PVE,0 days 00:01:16.000000000,-,CO(2-1)
457,2016-12-11 22:20:38,95351,23:13:49,Uranus,-4.51126365199,01:16:29.0508,07:25:03.6512,48.3,47.1,-3.2,-2.3,0.0,0.0,0.0,ON,FOCUS-Z,RASTER,LINE,LINEAR,"WOB 60.0,1.0,POS,86","EQ[0.0"",0.0""]REL",,10,1.35,-1.6,553.6,21.6,-18.7,280.0,9.9,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"focus(amplitude=1.0,time=6.0,points=5,axis='Z',mode='sym')",PMO,PVE,0 days 00:02:35.000000000,-,CO(2-1)
458,2016-12-11 22:23:26,95352,23:16:37,Uranus,-4.511263216180001,01:16:29.0440,07:25:03.6167,47.6,47.6,-3.2,-2.3,0.0,0.0,0.19,ON,FOCUS-Y,RASTER,LINE,LINEAR,"WOB 60.0,1.0,POS,86","EQ[0.0"",0.0""]REL",,10,1.32,-1.9,553.6,22.3,-18.5,282.0,5.8,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"focus(amplitude=1.5,time=6.0,points=5,axis='Y',mode='sym')",PMO,PVE,0 days 00:02:35.000000000,-,CO(2-1)
459,2016-12-11 22:26:12,95353,23:19:24,Uranus,-4.5112627840599995,01:16:29.0373,07:25:03.5825,46.8,48.1,-3.2,-2.3,0.0,0.201,0.19,ON,FOCUS-X,RASTER,LINE,LINEAR,"WOB 60.0,1.0,POS,86","EQ[0.0"",0.0""]REL",,10,1.36,-2.4,553.6,23.3,-18.5,257.0,7.3,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"focus(amplitude=1.5,time=6.0,points=5,axis='X',mode='sym')",PMO,PVE,0 days 00:02:33.000000000,-,CO(2-1)
460,2016-12-11 22:28:56,95354,23:22:08,Uranus,-4.51126235754,01:16:29.0307,07:25:03.5489,46.1,48.5,-3.2,-2.3,0.09,0.201,0.19,ON,FOCUS-Z,RASTER,LINE,LINEAR,"WOB 60.0,1.0,POS,86","EQ[0.0"",0.0""]REL",,10,1.28,-2.1,553.6,22.6,-18.6,269.0,7.9,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"focus(amplitude=1.0,time=6.0,points=5,axis='Z',mode='sym')",PMO,PVE,0 days 00:02:41.000000000,-,CO(2-1)
461,2016-12-11 22:31:46,95355,23:24:58,Uranus,-4.51126191503,01:16:29.0238,07:25:03.5141,45.2,49.0,-3.2,-2.3,0.09,0.201,0.192,ON,POINT,OTF,CROSS,LINEAR,"WOB 80.0,1.0,POS,91","EQ[0.0"",0.0""]REL",,2,1.34,-2.3,553.6,22.9,-18.6,278.0,7.3,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"point(length=140.0,unit='arcsec',time=24.0,mode='OTF',points=5,direction='x')",PMO,PVE,0 days 00:01:19.000000000,-,CO(2-1)
462,2016-12-11 22:33:12,95356,23:26:25,JO201_F,0.0,00:41:31.3100,-09:16:05.4000,44.9,49.2,-2.4,-0.6,0.09,0.201,0.192,ON,LOAD,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,1.38,-2.3,553.6,22.9,-18.6,282.0,8.5,HET230-XFFTS2 (RefFeed: 1),CO_JO201_sh (221.430); CO_JO201_sh (221.430),load(),PMO,PVE,0 days 00:00:03.000000000,-,CO_JO201_sh
